phase_rad,port0_transmission,port1_transmission
1.94904408,0.31535367,0.68464633
1.95030072,0.31476991,0.68523009
1.95155736,0.31418645,0.68581355
1.95281399,0.31360328,0.68639672
1.95407063,0.3130204,0.6869796
1.95532727,0.31243781,0.68756219
1.9565839,0.31185553,0.68814447
1.95784054,0.31127354,0.68872646
1.95909718,0.31069185,0.68930815
1.96035382,0.31011045,0.68988955
1.96161045,0.30952936,0.69047064
1.96286709,0.30894857,0.69105143
1.96412373,0.30836808,0.69163192
1.96538036,0.30778789,0.69221211
1.966637,0.307208,0.692792
1.96789364,0.30662842,0.69337158
1.96915028,0.30604915,0.69395085
1.97040691,0.30547018,0.69452982
1.97166355,0.30489152,0.69510848
1.97292019,0.30431317,0.69568683
1.97417682,0.30373512,0.69626488
1.97543346,0.30315739,0.69684261
1.9766901,0.30257997,0.69742003
1.97794673,0.30200285,0.69799715
1.97920337,0.30142605,0.69857395
1.98046001,0.30084957,0.69915043
1.98171665,0.3002734,0.6997266
1.98297328,0.29969754,0.70030246
1.98422992,0.299122,0.700878
1.98548656,0.29854678,0.70145322
1.98674319,0.29797188,0.70202812
1.98799983,0.29739729,0.70260271
1.98925647,0.29682303,0.70317697
1.99051311,0.29624908,0.70375092
1.99176974,0.29567546,0.70432454
1.99302638,0.29510216,0.70489784
1.99428302,0.29452919,0.70547081
1.99553965,0.29395654,0.70604346
1.99679629,0.29338421,0.70661579
1.99805293,0.29281221,0.70718779
1.99930956,0.29224054,0.70775946
2.0005662,0.29166919,0.70833081
2.00182284,0.29109818,0.70890182
2.00307948,0.29052749,0.70947251
2.00433611,0.28995714,0.71004286
2.00559275,0.28938711,0.71061289
2.00684939,0.28881742,0.71118258
2.00810602,0.28824806,0.71175194
2.00936266,0.28767904,0.71232096
2.0106193,0.28711035,0.71288965
2.01187594,0.286542,0.713458
2.01313257,0.28597399,0.71402601
2.01438921,0.28540631,0.71459369
2.01564585,0.28483897,0.71516103
2.01690248,0.28427198,0.71572802
2.01815912,0.28370532,0.71629468
2.01941576,0.283139,0.716861
2.02067239,0.28257303,0.71742697
2.02192903,0.2820074,0.7179926
2.02318567,0.28144212,0.71855788
2.02444231,0.28087718,0.71912282
2.02569894,0.28031258,0.71968742
2.02695558,0.27974833,0.72025167
2.02821222,0.27918444,0.72081556
2.02946885,0.27862088,0.72137912
2.03072549,0.27805768,0.72194232
2.03198213,0.27749483,0.72250517
2.03323877,0.27693233,0.72306767
2.0344954,0.27637019,0.72362981
2.03575204,0.27580839,0.72419161
2.03700868,0.27524695,0.72475305
2.03826531,0.27468587,0.72531413
2.03952195,0.27412514,0.72587486
2.04077859,0.27356477,0.72643523
2.04203522,0.27300475,0.72699525
2.04329186,0.27244509,0.72755491
2.0445485,0.2718858,0.7281142
2.04580514,0.27132686,0.72867314
2.04706177,0.27076828,0.72923172
2.04831841,0.27021007,0.72978993
2.04957505,0.26965222,0.73034778
2.05083168,0.26909473,0.73090527
2.05208832,0.26853761,0.73146239
2.05334496,0.26798085,0.73201915
2.0546016,0.26742446,0.73257554
2.05585823,0.26686844,0.73313156
2.05711487,0.26631278,0.73368722
2.05837151,0.2657575,0.7342425
2.05962814,0.26520258,0.73479742
2.06088478,0.26464803,0.73535197
2.06214142,0.26409386,0.73590614
2.06339805,0.26354006,0.73645994
2.06465469,0.26298663,0.73701337
2.06591133,0.26243358,0.73756642
2.06716797,0.2618809,0.7381191
2.0684246,0.2613286,0.7386714
2.06968124,0.26077667,0.73922333
2.07093788,0.26022512,0.73977488
2.07219451,0.25967395,0.74032605
2.07345115,0.25912316,0.74087684
2.07470779,0.25857275,0.74142725
2.07596443,0.25802273,0.74197727
2.07722106,0.25747308,0.74252692
2.0784777,0.25692382,0.74307618
2.07973434,0.25637494,0.74362506
2.08099097,0.25582644,0.74417356
2.08224761,0.25527833,0.74472167
2.08350425,0.25473061,0.74526939
2.08476088,0.25418328,0.74581672
2.08601752,0.25363633,0.74636367
2.08727416,0.25308977,0.74691023
2.0885308,0.2525436,0.7474564
2.08978743,0.25199783,0.74800217
2.09104407,0.25145244,0.74854756
2.09230071,0.25090745,0.74909255
2.09355734,0.25036285,0.74963715
2.09481398,0.24981864,0.75018136
2.09607062,0.24927483,0.75072517
2.09732726,0.24873142,0.75126858
2.09858389,0.2481884,0.7518116
2.09984053,0.24764578,0.75235422
2.10109717,0.24710356,0.75289644
2.1023538,0.24656174,0.75343826
2.10361044,0.24602031,0.75397969
2.10486708,0.24547929,0.75452071
2.10612371,0.24493867,0.75506133
2.10738035,0.24439846,0.75560154
2.10863699,0.24385864,0.75614136
2.10989363,0.24331924,0.75668076
2.11115026,0.24278023,0.75721977
2.1124069,0.24224164,0.75775836
2.11366354,0.24170345,0.75829655
2.11492017,0.24116567,0.75883433
2.11617681,0.24062829,0.75937171
2.11743345,0.24009133,0.75990867
2.11869009,0.23955478,0.76044522
2.11994672,0.23901863,0.76098137
2.12120336,0.2384829,0.7615171
2.12246,0.23794759,0.76205241
2.12371663,0.23741269,0.76258731
2.12497327,0.2368782,0.7631218
2.12622991,0.23634412,0.76365588
2.12748655,0.23581047,0.76418953
2.12874318,0.23527723,0.76472277
2.12999982,0.23474441,0.76525559
2.13125646,0.23421201,0.76578799
2.13251309,0.23368002,0.76631998
2.13376973,0.23314846,0.76685154
2.13502637,0.23261732,0.76738268
2.136283,0.2320866,0.7679134
2.13753964,0.23155631,0.76844369
2.13879628,0.23102644,0.76897356
2.14005292,0.23049699,0.76950301
2.14130955,0.22996797,0.77003203
2.14256619,0.22943937,0.77056063
2.14382283,0.22891121,0.77108879
2.14507946,0.22838347,0.77161653
2.1463361,0.22785616,0.77214384
2.14759274,0.22732928,0.77267072
2.14884938,0.22680283,0.77319717
2.15010601,0.22627681,0.77372319
2.15136265,0.22575122,0.77424878
2.15261929,0.22522607,0.77477393
2.15387592,0.22470135,0.77529865
2.15513256,0.22417706,0.77582294
2.1563892,0.22365322,0.77634678
2.15764583,0.2231298,0.7768702
2.15890247,0.22260683,0.77739317
2.16015911,0.22208429,0.77791571
2.16141575,0.22156219,0.77843781
2.16267238,0.22104053,0.77895947
2.16392902,0.22051931,0.77948069
2.16518566,0.21999854,0.78000146
2.16644229,0.2194782,0.7805218
2.16769893,0.21895831,0.78104169
2.16895557,0.21843886,0.78156114
2.17021221,0.21791986,0.78208014
2.17146884,0.2174013,0.7825987
2.17272548,0.21688319,0.78311681
2.17398212,0.21636553,0.78363447
2.17523875,0.21584831,0.78415169
2.17649539,0.21533154,0.78466846
2.17775203,0.21481522,0.78518478
2.17900866,0.21429935,0.78570065
2.1802653,0.21378394,0.78621606
2.18152194,0.21326897,0.78673103
2.18277858,0.21275446,0.78724554
2.18403521,0.2122404,0.7877596
2.18529185,0.2117268,0.7882732
2.18654849,0.21121365,0.78878635
2.18780512,0.21070096,0.78929904
2.18906176,0.21018872,0.78981128
2.1903184,0.20967694,0.79032306
2.19157504,0.20916562,0.79083438
2.19283167,0.20865476,0.79134524
2.19408831,0.20814436,0.79185564
2.19534495,0.20763442,0.79236558
2.19660158,0.20712494,0.79287506
2.19785822,0.20661593,0.79338407
2.19911486,0.20610737,0.79389263
2.20037149,0.20559929,0.79440071
2.20162813,0.20509166,0.79490834
2.20288477,0.2045845,0.7954155
2.20414141,0.20407781,0.79592219
2.20539804,0.20357159,0.79642841
2.20665468,0.20306583,0.79693417
2.20791132,0.20256055,0.79743945
2.20916795,0.20205573,0.79794427
2.21042459,0.20155138,0.79844862
2.21168123,0.20104751,0.79895249
2.21293787,0.20054411,0.79945589
2.2141945,0.20004117,0.79995883
2.21545114,0.19953872,0.80046128
2.21670778,0.19903674,0.80096326
2.21796441,0.19853523,0.80146477
2.21922105,0.1980342,0.8019658
2.22047769,0.19753364,0.80246636
2.22173432,0.19703357,0.80296643
2.22299096,0.19653397,0.80346603
2.2242476,0.19603485,0.80396515
2.22550424,0.19553621,0.80446379
2.22676087,0.19503805,0.80496195
2.22801751,0.19454038,0.80545962
2.22927415,0.19404318,0.80595682
2.23053078,0.19354647,0.80645353
2.23178742,0.19305025,0.80694975
2.23304406,0.1925545,0.8074455
2.2343007,0.19205925,0.80794075
2.23555733,0.19156448,0.80843552
2.23681397,0.19107019,0.80892981
2.23807061,0.1905764,0.8094236
2.23932724,0.19008309,0.80991691
2.24058388,0.18959027,0.81040973
2.24184052,0.18909795,0.81090205
2.24309715,0.18860611,0.81139389
2.24435379,0.18811477,0.81188523
2.24561043,0.18762391,0.81237609
2.24686707,0.18713355,0.81286645
2.2481237,0.18664369,0.81335631
2.24938034,0.18615432,0.81384568
2.25063698,0.18566544,0.81433456
2.25189361,0.18517707,0.81482293
2.25315025,0.18468919,0.81531081
2.25440689,0.1842018,0.8157982
2.25566353,0.18371492,0.81628508
2.25692016,0.18322853,0.81677147
2.2581768,0.18274265,0.81725735
2.25943344,0.18225727,0.81774273
2.26069007,0.18177238,0.81822762
2.26194671,0.18128801,0.81871199
2.26320335,0.18080413,0.81919587
2.26445998,0.18032076,0.81967924
2.26571662,0.17983789,0.82016211
2.26697326,0.17935553,0.82064447
2.2682299,0.17887367,0.82112633
2.26948653,0.17839233,0.82160767
2.27074317,0.17791149,0.82208851
2.27199981,0.17743115,0.82256885
2.27325644,0.17695133,0.82304867
2.27451308,0.17647202,0.82352798
2.27576972,0.17599322,0.82400678
2.27702636,0.17551493,0.82448507
2.27828299,0.17503715,0.82496285
2.27953963,0.17455989,0.82544011
2.28079627,0.17408314,0.82591686
2.2820529,0.1736069,0.8263931
2.28330954,0.17313118,0.82686882
2.28456618,0.17265598,0.82734402
2.28582281,0.17218129,0.82781871
2.28707945,0.17170712,0.82829288
2.28833609,0.17123347,0.82876653
2.28959273,0.17076034,0.82923966
2.29084936,0.17028773,0.82971227
2.292106,0.16981564,0.83018436
2.29336264,0.16934407,0.83065593
2.29461927,0.16887302,0.83112698
2.29587591,0.1684025,0.8315975
2.29713255,0.16793249,0.83206751
2.29838919,0.16746302,0.83253698
2.29964582,0.16699407,0.83300593
2.30090246,0.16652564,0.83347436
2.3021591,0.16605774,0.83394226
2.30341573,0.16559037,0.83440963
2.30467237,0.16512353,0.83487647
2.30592901,0.16465721,0.83534279
2.30718564,0.16419143,0.83580857
2.30844228,0.16372617,0.83627383
2.30969892,0.16326145,0.83673855
2.31095556,0.16279726,0.83720274
2.31221219,0.1623336,0.8376664
2.31346883,0.16187047,0.83812953
2.31472547,0.16140788,0.83859212
2.3159821,0.16094582,0.83905418
2.31723874,0.1604843,0.8395157
2.31849538,0.16002331,0.83997669
2.31975202,0.15956286,0.84043714
2.32100865,0.15910295,0.84089705
2.32226529,0.15864358,0.84135642
2.32352193,0.15818474,0.84181526
2.32477856,0.15772645,0.84227355
2.3260352,0.15726869,0.84273131
2.32729184,0.15681148,0.84318852
2.32854847,0.15635481,0.84364519
2.32980511,0.15589868,0.84410132
2.33106175,0.1554431,0.8445569
2.33231839,0.15498805,0.84501195
2.33357502,0.15453356,0.84546644
2.33483166,0.15407961,0.84592039
2.3360883,0.1536262,0.8463738
2.33734493,0.15317335,0.84682665
2.33860157,0.15272104,0.84727896
2.33985821,0.15226928,0.84773072
2.34111485,0.15181806,0.84818194
2.34237148,0.1513674,0.8486326
2.34362812,0.15091729,0.84908271
2.34488476,0.15046773,0.84953227
2.34614139,0.15001872,0.84998128
2.34739803,0.14957027,0.85042973
2.34865467,0.14912236,0.85087764
2.3499113,0.14867502,0.85132498
2.35116794,0.14822822,0.85177178
2.35242458,0.14778198,0.85221802
2.35368122,0.1473363,0.8526637
2.35493785,0.14689118,0.85310882
2.35619449,0.14644661,0.85355339
2.35745113,0.1460026,0.8539974
2.35870776,0.14555915,0.85444085
2.3599644,0.14511626,0.85488374
2.36122104,0.14467393,0.85532607
2.36247768,0.14423216,0.85576784
2.36373431,0.14379095,0.85620905
2.36499095,0.14335031,0.85664969
2.36624759,0.14291023,0.85708977
2.36750422,0.14247071,0.85752929
2.36876086,0.14203176,0.85796824
2.3700175,0.14159337,0.85840663
2.37127413,0.14115555,0.85884445
2.37253077,0.14071829,0.85928171
2.37378741,0.14028161,0.85971839
2.37504405,0.13984549,0.86015451
2.37630068,0.13940994,0.86059006
2.37755732,0.13897496,0.86102504
2.37881396,0.13854054,0.86145946
2.38007059,0.1381067,0.8618933
2.38132723,0.13767343,0.86232657
2.38258387,0.13724074,0.86275926
2.38384051,0.13680861,0.86319139
2.38509714,0.13637706,0.86362294
2.38635378,0.13594609,0.86405391
2.38761042,0.13551569,0.86448431
2.38886705,0.13508586,0.86491414
2.39012369,0.13465661,0.86534339
2.39138033,0.13422794,0.86577206
2.39263696,0.13379984,0.86620016
2.3938936,0.13337233,0.86662767
2.39515024,0.13294539,0.86705461
2.39640688,0.13251903,0.86748097
2.39766351,0.13209325,0.86790675
2.39892015,0.13166806,0.86833194
2.40017679,0.13124344,0.86875656
2.40143342,0.13081941,0.86918059
2.40269006,0.13039596,0.86960404
2.4039467,0.12997309,0.87002691
2.40520334,0.12955081,0.87044919
2.40645997,0.12912911,0.87087089
2.40771661,0.128708,0.871292
2.40897325,0.12828748,0.87171252
2.41022988,0.12786754,0.87213246
2.41148652,0.12744819,0.87255181
2.41274316,0.12702943,0.87297057
2.4139998,0.12661125,0.87338875
2.41525643,0.12619367,0.87380633
2.41651307,0.12577668,0.87422332
2.41776971,0.12536028,0.87463972
2.41902634,0.12494447,0.87505553
2.42028298,0.12452925,0.87547075
2.42153962,0.12411462,0.87588538
2.42279625,0.12370059,0.87629941
2.42405289,0.12328715,0.87671285
2.42530953,0.12287431,0.87712569
2.42656617,0.12246206,0.87753794
2.4278228,0.12205041,0.87794959
2.42907944,0.12163936,0.87836064
2.43033608,0.1212289,0.8787711
2.43159271,0.12081904,0.87918096
2.43284935,0.12040978,0.87959022
2.43410599,0.12000112,0.87999888
2.43536263,0.11959306,0.88040694
2.43661926,0.1191856,0.8808144
2.4378759,0.11877874,0.88122126
2.43913254,0.11837249,0.88162751
2.44038917,0.11796683,0.88203317
2.44164581,0.11756178,0.88243822
2.44290245,0.11715734,0.88284266
2.44415908,0.1167535,0.8832465
2.44541572,0.11635026,0.88364974
2.44667236,0.11594763,0.88405237
2.447929,0.11554561,0.88445439
2.44918563,0.11514419,0.88485581
2.45044227,0.11474338,0.88525662
2.45169891,0.11434318,0.88565682
2.45295554,0.11394359,0.88605641
2.45421218,0.1135446,0.8864554
2.45546882,0.11314623,0.88685377
2.45672546,0.11274847,0.88725153
2.45798209,0.11235132,0.88764868
2.45923873,0.11195478,0.88804522
2.46049537,0.11155886,0.88844114
2.461752,0.11116355,0.88883645
2.46300864,0.11076885,0.88923115
2.46426528,0.11037477,0.88962523
2.46552191,0.1099813,0.8900187
2.46677855,0.10958845,0.89041155
2.46803519,0.10919621,0.89080379
2.46929183,0.10880459,0.89119541
2.47054846,0.10841359,0.89158641
2.4718051,0.10802321,0.89197679
2.47306174,0.10763345,0.89236655
2.47431837,0.10724431,0.89275569
2.47557501,0.10685578,0.89314422
2.47683165,0.10646788,0.89353212
2.47808829,0.1060806,0.8939194
2.47934492,0.10569394,0.89430606
2.48060156,0.10530791,0.89469209
2.4818582,0.10492249,0.89507751
2.48311483,0.1045377,0.8954623
2.48437147,0.10415354,0.89584646
2.48562811,0.10377,0.89623
2.48688474,0.10338709,0.89661291
2.48814138,0.1030048,0.8969952
2.48939802,0.10262314,0.89737686
2.49065466,0.10224211,0.89775789
2.49191129,0.1018617,0.8981383
2.49316793,0.10148193,0.89851807
2.49442457,0.10110278,0.89889722
2.4956812,0.10072426,0.89927574
2.49693784,0.10034638,0.89965362
2.49819448,0.09996912,0.90003088
2.49945112,0.0995925,0.9004075
2.50070775,0.09921651,0.90078349
2.50196439,0.09884115,0.90115885
2.50322103,0.09846642,0.90153358
2.50447766,0.09809233,0.90190767
2.5057343,0.09771888,0.90228112
2.50699094,0.09734606,0.90265394
2.50824757,0.09697387,0.90302613
2.50950421,0.09660232,0.90339768
2.51076085,0.09623141,0.90376859
2.51201749,0.09586114,0.90413886
2.51327412,0.0954915,0.9045085
2.51453076,0.09512251,0.90487749
2.5157874,0.09475415,0.90524585
2.51704403,0.09438643,0.90561357
2.51830067,0.09401935,0.90598065
2.51955731,0.09365292,0.90634708
2.52081395,0.09328712,0.90671288
2.52207058,0.09292197,0.90707803
2.52332722,0.09255746,0.90744254
2.52458386,0.0921936,0.9078064
2.52584049,0.09183037,0.90816963
2.52709713,0.0914678,0.9085322
2.52835377,0.09110587,0.90889413
2.5296104,0.09074458,0.90925542
2.53086704,0.09038394,0.90961606
2.53212368,0.09002395,0.90997605
2.53338032,0.0896646,0.9103354
2.53463695,0.0893059,0.9106941
2.53589359,0.08894785,0.91105215
2.53715023,0.08859045,0.91140955
2.53840686,0.0882337,0.9117663
2.5396635,0.0878776,0.9121224
2.54092014,0.08752215,0.91247785
2.54217678,0.08716735,0.91283265
2.54343341,0.08681321,0.91318679
2.54469005,0.08645971,0.91354029
2.54594669,0.08610687,0.91389313
2.54720332,0.08575468,0.91424532
2.54845996,0.08540315,0.91459685
2.5497166,0.08505227,0.91494773
2.55097323,0.08470205,0.91529795
2.55222987,0.08435248,0.91564752
2.55348651,0.08400357,0.91599643
2.55474315,0.08365532,0.91634468
2.55599978,0.08330772,0.91669228
2.55725642,0.08296078,0.91703922
2.55851306,0.0826145,0.9173855
2.55976969,0.08226888,0.91773112
2.56102633,0.08192392,0.91807608
2.56228297,0.08157962,0.91842038
2.56353961,0.08123598,0.91876402
2.56479624,0.080893,0.919107
2.56605288,0.08055068,0.91944932
2.56730952,0.08020903,0.91979097
2.56856615,0.07986804,0.92013196
2.56982279,0.07952771,0.92047229
2.57107943,0.07918804,0.92081196
2.57233606,0.07884904,0.92115096
2.5735927,0.07851071,0.92148929
2.57484934,0.07817304,0.92182696
2.57610598,0.07783604,0.92216396
2.57736261,0.0774997,0.9225003
2.57861925,0.07716403,0.92283597
2.57987589,0.07682903,0.92317097
2.58113252,0.0764947,0.9235053
2.58238916,0.07616103,0.92383897
2.5836458,0.07582804,0.92417196
2.58490244,0.07549571,0.92450429
2.58615907,0.07516406,0.92483594
2.58741571,0.07483307,0.92516693
2.58867235,0.07450276,0.92549724
2.58992898,0.07417312,0.92582688
2.59118562,0.07384415,0.92615585
2.59244226,0.07351585,0.92648415
2.59369889,0.07318823,0.92681177
2.59495553,0.07286128,0.92713872
2.59621217,0.07253501,0.92746499
2.59746881,0.07220941,0.92779059
2.59872544,0.07188449,0.92811551
2.59998208,0.07156024,0.92843976
2.60123872,0.07123667,0.92876333
2.60249535,0.07091378,0.92908622
2.60375199,0.07059156,0.92940844
2.60500863,0.07027003,0.92972997
2.60626527,0.06994917,0.93005083
2.6075219,0.06962899,0.93037101
2.60877854,0.06930949,0.93069051
2.61003518,0.06899067,0.93100933
2.61129181,0.06867253,0.93132747
2.61254845,0.06835507,0.93164493
2.61380509,0.06803829,0.93196171
2.61506172,0.0677222,0.9322778
2.61631836,0.06740678,0.93259322
2.617575,0.06709206,0.93290794
2.61883164,0.06677801,0.93322199
2.62008827,0.06646465,0.93353535
2.62134491,0.06615197,0.93384803
2.62260155,0.06583998,0.93416002
2.62385818,0.06552868,0.93447132
2.62511482,0.06521806,0.93478194
2.62637146,0.06490812,0.93509188
2.6276281,0.06459888,0.93540112
2.62888473,0.06429032,0.93570968
2.63014137,0.06398245,0.93601755
2.63139801,0.06367527,0.93632473
2.63265464,0.06336877,0.93663123
2.63391128,0.06306297,0.93693703
2.63516792,0.06275786,0.93724214
2.63642455,0.06245343,0.93754657
2.63768119,0.0621497,0.9378503
2.63893783,0.06184666,0.93815334
2.64019447,0.06154431,0.93845569
2.6414511,0.06124265,0.93875735
2.64270774,0.06094169,0.93905831
2.64396438,0.06064142,0.93935858
2.64522101,0.06034184,0.93965816
2.64647765,0.06004296,0.93995704
2.64773429,0.05974478,0.94025522
2.64899093,0.05944728,0.94055272
2.65024756,0.05915049,0.94084951
2.6515042,0.05885439,0.94114561
2.65276084,0.05855898,0.94144102
2.65401747,0.05826428,0.94173572
2.65527411,0.05797027,0.94202973
2.65653075,0.05767696,0.94232304
2.65778738,0.05738434,0.94261566
2.65904402,0.05709243,0.94290757
2.66030066,0.05680122,0.94319878
2.6615573,0.0565107,0.9434893
2.66281393,0.05622089,0.94377911
2.66407057,0.05593178,0.94406822
2.66532721,0.05564336,0.94435664
2.66658384,0.05535565,0.94464435
2.66784048,0.05506865,0.94493135
2.66909712,0.05478234,0.94521766
2.67035376,0.05449674,0.94550326
2.67161039,0.05421184,0.94578816
2.67286703,0.05392764,0.94607236
2.67412367,0.05364415,0.94635585
2.6753803,0.05336137,0.94663863
2.67663694,0.05307929,0.94692071
2.67789358,0.05279791,0.94720209
2.67915021,0.05251725,0.94748275
2.68040685,0.05223728,0.94776272
2.68166349,0.05195803,0.94804197
2.68292013,0.05167948,0.94832052
2.68417676,0.05140164,0.94859836
2.6854334,0.05112451,0.94887549
2.68669004,0.05084809,0.94915191
2.68794667,0.05057238,0.94942762
2.68920331,0.05029737,0.94970263
2.69045995,0.05002308,0.94997692
2.69171659,0.0497495,0.9502505
2.69297322,0.04947663,0.95052337
2.69422986,0.04920447,0.95079553
2.6954865,0.04893302,0.95106698
2.69674313,0.04866228,0.95133772
2.69799977,0.04839226,0.95160774
2.69925641,0.04812295,0.95187705
2.70051305,0.04785436,0.95214564
2.70176968,0.04758647,0.95241353
2.70302632,0.04731931,0.95268069
2.70428296,0.04705285,0.95294715
2.70553959,0.04678712,0.95321288
2.70679623,0.04652209,0.95347791
2.70805287,0.04625779,0.95374221
2.7093095,0.0459942,0.9540058
2.71056614,0.04573133,0.95426867
2.71182278,0.04546917,0.95453083
2.71307942,0.04520773,0.95479227
2.71433605,0.04494701,0.95505299
2.71559269,0.04468701,0.95531299
2.71684933,0.04442773,0.95557227
2.71810596,0.04416917,0.95583083
2.7193626,0.04391133,0.95608867
2.72061924,0.04365421,0.95634579
2.72187588,0.0433978,0.9566022
2.72313251,0.04314212,0.95685788
2.72438915,0.04288717,0.95711283
2.72564579,0.04263293,0.95736707
2.72690242,0.04237941,0.95762059
2.72815906,0.04212662,0.95787338
2.7294157,0.04187455,0.95812545
2.73067233,0.04162321,0.95837679
2.73192897,0.04137258,0.95862742
2.73318561,0.04112269,0.95887731
2.73444225,0.04087351,0.95912649
2.73569888,0.04062507,0.95937493
2.73695552,0.04037734,0.95962266
2.73821216,0.04013035,0.95986965
2.73946879,0.03988408,0.96011592
2.74072543,0.03963853,0.96036147
2.74198207,0.03939372,0.96060628
2.74323871,0.03914963,0.96085037
2.74449534,0.03890626,0.96109374
2.74575198,0.03866363,0.96133637
2.74700862,0.03842172,0.96157828
2.74826525,0.03818055,0.96181945
2.74952189,0.0379401,0.9620599
2.75077853,0.03770038,0.96229962
2.75203516,0.0374614,0.9625386
2.7532918,0.03722314,0.96277686
2.75454844,0.03698561,0.96301439
2.75580508,0.03674882,0.96325118
2.75706171,0.03651275,0.96348725
2.75831835,0.03627742,0.96372258
2.75957499,0.03604282,0.96395718
2.76083162,0.03580896,0.96419104
2.76208826,0.03557582,0.96442418
2.7633449,0.03534342,0.96465658
2.76460154,0.03511176,0.96488824
2.76585817,0.03488082,0.96511918
2.76711481,0.03465063,0.96534937
2.76837145,0.03442116,0.96557884
2.76962808,0.03419244,0.96580756
2.77088472,0.03396444,0.96603556
2.77214136,0.03373719,0.96626281
2.77339799,0.03351067,0.96648933
2.77465463,0.03328488,0.96671512
2.77591127,0.03305984,0.96694016
2.77716791,0.03283553,0.96716447
2.77842454,0.03261196,0.96738804
2.77968118,0.03238912,0.96761088
2.78093782,0.03216703,0.96783297
2.78219445,0.03194567,0.96805433
2.78345109,0.03172506,0.96827494
2.78470773,0.03150518,0.96849482
2.78596437,0.03128604,0.96871396
2.787221,0.03106764,0.96893236
2.78847764,0.03084999,0.96915001
2.78973428,0.03063307,0.96936693
2.79099091,0.0304169,0.9695831
2.79224755,0.03020146,0.96979854
2.79350419,0.02998677,0.97001323
2.79476082,0.02977282,0.97022718
2.79601746,0.02955962,0.97044038
2.7972741,0.02934715,0.97065285
2.79853074,0.02913543,0.97086457
2.79978737,0.02892445,0.97107555
2.80104401,0.02871422,0.97128578
2.80230065,0.02850473,0.97149527
2.80355728,0.02829599,0.97170401
2.80481392,0.02808799,0.97191201
2.80607056,0.02788073,0.97211927
2.8073272,0.02767423,0.97232577
2.80858383,0.02746846,0.97253154
2.80984047,0.02726345,0.97273655
2.81109711,0.02705918,0.97294082
2.81235374,0.02685565,0.97314435
2.81361038,0.02665288,0.97334712
2.81486702,0.02645085,0.97354915
2.81612365,0.02624957,0.97375043
2.81738029,0.02604903,0.97395097
2.81863693,0.02584925,0.97415075
2.81989357,0.02565021,0.97434979
2.8211502,0.02545193,0.97454807
2.82240684,0.02525439,0.97474561
2.82366348,0.0250576,0.9749424
2.82492011,0.02486157,0.97513843
2.82617675,0.02466628,0.97533372
2.82743339,0.02447174,0.97552826
2.82869003,0.02427796,0.97572204
2.82994666,0.02408492,0.97591508
2.8312033,0.02389264,0.97610736
2.83245994,0.02370111,0.97629889
2.83371657,0.02351033,0.97648967
2.83497321,0.0233203,0.9766797
2.83622985,0.02313103,0.97686897
2.83748648,0.02294251,0.97705749
2.83874312,0.02275474,0.97724526
2.83999976,0.02256773,0.97743227
2.8412564,0.02238147,0.97761853
2.84251303,0.02219596,0.97780404
2.84376967,0.02201121,0.97798879
2.84502631,0.02182722,0.97817278
2.84628294,0.02164397,0.97835603
2.84753958,0.02146149,0.97853851
2.84879622,0.02127976,0.97872024
2.85005286,0.02109878,0.97890122
2.85130949,0.02091857,0.97908143
2.85256613,0.02073911,0.97926089
2.85382277,0.0205604,0.9794396
2.8550794,0.02038245,0.97961755
2.85633604,0.02020526,0.97979474
2.85759268,0.02002883,0.97997117
2.85884931,0.01985316,0.98014684
2.86010595,0.01967824,0.98032176
2.86136259,0.01950408,0.98049592
2.86261923,0.01933068,0.98066932
2.86387586,0.01915804,0.98084196
2.8651325,0.01898616,0.98101384
2.86638914,0.01881504,0.98118496
2.86764577,0.01864468,0.98135532
2.86890241,0.01847508,0.98152492
2.87015905,0.01830624,0.98169376
2.87141569,0.01813816,0.98186184
2.87267232,0.01797084,0.98202916
2.87392896,0.01780428,0.98219572
2.8751856,0.01763849,0.98236151
2.87644223,0.01747345,0.98252655
2.87769887,0.01730918,0.98269082
2.87895551,0.01714567,0.98285433
2.88021214,0.01698292,0.98301708
2.88146878,0.01682094,0.98317906
2.88272542,0.01665972,0.98334028
2.88398206,0.01649926,0.98350074
2.88523869,0.01633956,0.98366044
2.88649533,0.01618063,0.98381937
2.88775197,0.01602246,0.98397754
2.8890086,0.01586506,0.98413494
2.89026524,0.01570842,0.98429158
2.89152188,0.01555255,0.98444745
2.89277852,0.01539744,0.98460256
2.89403515,0.01524309,0.98475691
2.89529179,0.01508951,0.98491049
2.89654843,0.0149367,0.9850633
2.89780506,0.01478466,0.98521534
2.8990617,0.01463337,0.98536663
2.90031834,0.01448286,0.98551714
2.90157497,0.01433311,0.98566689
2.90283161,0.01418413,0.98581587
2.90408825,0.01403592,0.98596408
2.90534489,0.01388847,0.98611153
2.90660152,0.0137418,0.9862582
2.90785816,0.01359589,0.98640411
2.9091148,0.01345074,0.98654926
2.91037143,0.01330637,0.98669363
2.91162807,0.01316277,0.98683723
2.91288471,0.01301993,0.98698007
2.91414135,0.01287786,0.98712214
2.91539798,0.01273656,0.98726344
2.91665462,0.01259603,0.98740397
2.91791126,0.01245628,0.98754372
2.91916789,0.01231729,0.98768271
2.92042453,0.01217907,0.98782093
2.92168117,0.01204162,0.98795838
2.9229378,0.01190494,0.98809506
2.92419444,0.01176903,0.98823097
